frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z
0,0.15288673,-0.063534826,0.5691581,-0.032442506,0.28108832,0.373335,-0.044916928,0.2523308,0.0991145,-0.018121231,0.25940114,-0.14415392,0.1181272,0.29229078,-0.39298493,0.096739605,-0.06250173,-0.6847737,0.39625114,0.30396807,0.11052761,0.19152826,0.48004934,0.13636303,0.06922124,0.70371795,0.098770335,-0.048015207,0.69570476,-0.13566136,-0.0024770217,0.45790923,-0.1822873,0.15892261,0.3210651,-0.3405996,0.029489588,0.7470095,-0.018578969,0.07934432,0.9375426,0.005732665,0.17321226,0.8197495,0.047446832,0.16847183,0.8688688,0.012057498,0.12825887,0.860597,0.06464809,0.11034829,0.8774693,-0.07593333,0.026097987,0.8585495,0.04642263
