frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z
0,0.16059169,0.27599832,0.04491449,-0.1710435,0.5042867,0.09778657,-0.12070253,0.21906967,0.045598134,0.09106472,0.22614804,-0.122065954,-0.13374785,0.40675536,-0.17273103,0.13187113,0.27674538,0.11115168,-0.20465513,0.31379285,0.22235851,-0.06681295,0.50250685,0.08312837,0.09723443,0.6534742,0.025127329,0.116165265,0.65189356,-0.15442768,-0.047764033,0.48854473,-0.22418585,-0.18359253,0.25827032,-0.2876968,0.1352762,0.6521568,-0.059609983,0.251711,0.7642667,-0.027252974,0.288814,0.60801965,-0.0077729076,0.3029341,0.66073143,-0.039561316,0.2710797,0.6608925,0.020315468,0.24223024,0.70565164,-0.11467625,0.17581022,0.70974207,0.020622417
