frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z
0,0.21162611,0.33397344,0.0028677676,-0.13011739,0.39831012,-0.231822,-0.106005795,0.2995525,0.05283627,0.06775681,0.15220895,-0.103214756,-0.10094201,0.40491062,-0.20188819,0.1478509,0.30662188,0.10956918,-0.054937415,0.14830102,0.16163188,0.042955972,0.36365122,0.038870603,0.17193572,0.5537438,-0.006794673,0.20334093,0.5449322,-0.19615261,0.03199705,0.4013467,-0.27604267,-0.026581507,0.1416959,-0.2578137,0.20713368,0.55045176,-0.0921107,0.33114934,0.6531753,-0.07337252,0.36231992,0.500835,-0.027311862,0.37752226,0.54654884,-0.06903799,0.34660137,0.55789053,-0.008117154,0.3164383,0.5851582,-0.1518039,0.25024742,0.6092034,-0.0144960135
