frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
0,0.725611,0.09925034,-0.2504839,0.41239288,0.17512894,0.02434426,-0.0021016432,0.10497357,0.057093702,-0.02718658,0.31189448,-0.06655913,0.35579693,0.38528466,-0.17258567,0.65346235,0.4358865,-0.47719738,-0.9002681,0.11995003,0.08567792,-0.68035007,-0.009891962,0.061194204,-0.46439615,0.12301133,0.014278772,-0.44984427,0.3309201,-0.016109705,-0.5440857,0.57042736,-0.023496373,-0.6932515,0.7635696,0.04213155,-0.48049852,0.2300327,0.02385447,-0.6665783,0.27278498,0.03976596,-0.598246,0.21158853,0.16404933,-0.6266731,0.2593252,0.14392275,-0.63429034,0.20055528,0.11763118,-0.5901362,0.32376525,0.07737996,-0.6080908,0.20099553,0.018133264,-0.014644111506640911,0.20843401551246643,-0.0047327131032943726
